Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE
f43a56ed-93b2-40b0-abff-45e556723f8a,1961-08-15,,999-13-2183,S99946953,X20479690X,Ms.,Nakita746,Weimann465,,,S,white,nonhispanic,F,Fall River  Massachusetts  US,413 DuBuque Trailer,Burlington,Massachusetts,Middlesex County,01803,42.509984314388944,-71.24811452614298,1338290.0,3609.68
ef824d49-2109-451c-a37c-1450ec3a13be,1954-07-13,,999-27-2413,S99910936,X55096945X,Mr.,Isiah14,Jaskolski867,,,M,white,hispanic,M,Concord  Massachusetts  US,545 Fadel Mews Apt 97,Holyoke,Massachusetts,Hampden County,01040,42.24165073458881,-72.68792618628065,1722592.48,4848.799999999999
afc94bfd-f9e3-433a-8f14-78c69d6c5215,1956-03-25,,999-27-9218,S99988576,X23069880X,Mrs.,Twila243,Senger904,,Lesch175,M,white,nonhispanic,F,Westfield  Massachusetts  US,719 Rath Underpass Suite 82,Chelmsford,Massachusetts,Middlesex County,,42.61727557808656,-71.39782989288543,1613100.0,4574.639999999999
70ab805d-8ce3-41c2-837f-53a6be3d8953,1960-06-15,,999-33-7165,S99990105,X29103912X,Ms.,Song837,Stark857,,,S,white,nonhispanic,F,Norwood  Massachusetts  US,194 Kozey Alley,Arlington,Massachusetts,Middlesex County,,42.39850260979862,-71.15148646217101,1579822.48,4293.84
470c5dde-12db-4150-9755-315b7b2f5c1f,1984-08-27,,999-54-6353,S99998999,X65674905X,Mr.,Pedro316,Considine820,,,M,white,nonhispanic,M,Larissa  Larissa Prefecture  GR,325 Kutch Byway,Natick,Massachusetts,Middlesex County,,42.272779910170385,-71.3743341328036,938740.0,2722.2799999999997
314a9b70-2dff-4517-bf4f-0bee048ba16a,1956-09-09,,999-21-3683,S99981516,X22314859X,Mr.,Dominic463,Auer97,,,M,white,nonhispanic,M,Needham  Massachusetts  US,683 Crooks Frontage road Unit 24,Marblehead,Massachusetts,Essex County,,42.47935419924784,-70.87344773563585,1533524.55,4567.12
32cdd508-b2de-4583-be96-84da179f983b,1955-04-21,,999-49-7552,S99919838,X8786090X,Mr.,Vern731,Cruickshank494,,,M,asian,nonhispanic,M,Billerica  Massachusetts  US,784 Ritchie Plaza Suite 25,Framingham,Massachusetts,Middlesex County,01701,42.30944170729714,-71.43762420815082,1327660.0,3872.9599999999996
d62bf23d-1176-4f53-9156-fb1c49350b02,1972-08-06,,999-70-9984,S99962315,X22919761X,Mrs.,Annice210,Bednar518,,Cassin499,M,white,nonhispanic,F,Acton  Massachusetts  US,774 Goodwin Bridge,Weston,Massachusetts,Middlesex County,,42.393340392449645,-71.30982433041525,1201020.0,2988.08
aff3310c-4992-4f6c-9db1-598aa38b2ff8,1974-08-25,,999-85-5495,S99998264,X3872678X,Mr.,Abdul218,Zulauf375,,,M,asian,nonhispanic,M,North Brookfield  Massachusetts  US,135 Lowe Gate,Malden,Massachusetts,Middlesex County,02155,42.4643589651037,-71.12890740122818,1150620.0,2858.9199999999996
630f77a4-c297-4ae6-bcff-923eda23f450,1960-02-01,,999-93-5442,S99968648,X29658452X,Mr.,Mose244,Doyle959,,,M,white,nonhispanic,M,Boston  Massachusetts  US,390 Gerlach Ferry Apt 10,Braintree,Massachusetts,Norfolk County,,42.21819468117017,-71.0030602367588,1372490.0,3738.8399999999997
2c5ffe79-1fc7-479d-84dd-c0f38ae4028a,1923-02-18,,999-99-5342,S99957753,X34259241X,Mrs.,Arie325,Schamberger479,,Wyman904,M,white,nonhispanic,F,Dartmouth  Massachusetts  US,1064 Rempel Quay,Springfield,Massachusetts,Hampden County,01128,42.07824136265153,-72.58127427334036,392650.0,12925.74
51da1b68-8e35-4f29-a840-3a85c2683f00,1952-03-21,,999-89-9412,S99968698,X82948183X,Mr.,Odell776,Paucek755,,,S,black,nonhispanic,M,Berlin  Massachusetts  US,172 Hackett Gate Suite 70,Boston,Massachusetts,Suffolk County,,42.34324335736347,-71.09916423400094,215390.0,4851.28
4dede7ec-61ef-4fea-9c49-574c263b3b82,1964-10-11,,999-78-5685,S99997940,X50286488X,Mrs.,Vallie201,Skiles927,,Lindgren255,M,white,nonhispanic,F,Oxford  Massachusetts  US,380 Nienow Dam,Quincy,Massachusetts,Norfolk County,,42.204138699971864,-71.11172343375284,1266090.0,3480.52
a4252a7b-e333-4ffa-8503-ae999ebbd718,1991-07-10,,999-83-8510,S99994843,X53042637X,Mr.,Keven605,Crooks415,,,M,white,nonhispanic,M,Carver  Massachusetts  US,263 Greenfelder Trace,Gloucester,Massachusetts,Essex County,,42.61806023798301,-70.70505227806342,724152.63,2693.12
77096cc3-ce96-4891-99b8-5da90b0330f5,1988-04-15,,999-59-5832,S99921864,X37576634X,Mrs.,Hortensia953,Buckridge80,,Cormier289,M,white,hispanic,F,Foxborough  Massachusetts  US,971 Dach Ville,Medford,Massachusetts,Middlesex County,02145,42.455758750881806,-71.13986200660956,653180.0,2053.12
7663fd4e-cdc8-4085-8b2a-97aaf860db26,1984-04-06,,999-35-2157,S99940403,X10238308X,Mr.,Oswaldo857,Thiel172,,,M,white,nonhispanic,M,Quincy  Massachusetts  US,550 Jacobi Vale Apt 80,Holyoke,Massachusetts,Hampden County,,42.214997168520796,-72.61266282999226,820860.0,2302.2799999999997
d0864e37-6107-4545-ad5a-168f8cfd4951,2001-05-07,,999-85-2867,S99919299,,Ms.,Temeka297,Keebler762,,,,white,nonhispanic,F,Lee  Massachusetts  US,583 Kreiger Path Unit 59,Marblehead,Massachusetts,Essex County,,42.52896191490586,-70.81703472737605,430310.0,2577.3199999999997
01998987-64d0-49ce-9ff5-54eb47e5bfb3,1973-02-04,,999-42-2591,S99948604,X33583503X,Mr.,Terence292,Muller251,,,M,white,nonhispanic,M,Wilmington  Massachusetts  US,430 Waters Dam Unit 16,Norfolk,Massachusetts,Norfolk County,,42.13968488023573,-71.36129274348295,1188540.0,3126.3999999999996
0364f759-79c0-482e-96b5-95bc36f9c000,1959-10-24,,999-81-5257,S99959107,X33698562X,Mr.,Gilbert263,Cronin387,,,M,white,nonhispanic,M,Pittsfield  Massachusetts  US,765 Bechtelar Brook Unit 61,Andover,Massachusetts,Essex County,,42.66160933362741,-71.18409204861297,1524840.0,4247.16
a2c93f9c-92d8-48ac-adda-5dd0fbc077f7,1991-02-12,,999-49-8356,S99951677,X2102795X,Mrs.,Kelley882,Koss676,,Yundt842,M,white,nonhispanic,F,Springfield  Massachusetts  US,889 Rutherford Dam,Waltham,Massachusetts,Middlesex County,,42.43793088942975,-71.23504303408451,88630.0,2623.96
f50590eb-5ae4-42e6-8805-cb5e1813d35c,1991-12-19,,999-19-7429,S99993602,X63305865X,Mr.,Shawn523,Lueilwitz711,,,M,white,nonhispanic,M,Wenham  Massachusetts  US,1053 Quitzon Highlands,Winthrop,Massachusetts,Suffolk County,,42.420358020084414,-70.92779623254495,86070.0,2554.7999999999997
04127b81-08d3-4d51-8dd2-00e0a1267f5c,1944-02-07,,999-63-5892,S99925542,X38247569X,Ms.,Tania553,Fritsch593,,,S,white,nonhispanic,F,Lowell  Massachusetts  US,870 Spencer Crossroad,North Attleborough,Massachusetts,Bristol County,,41.930346430391936,-71.34927561359308,61779.68,1715.72
1d9d1646-0d4d-4821-b7e5-a804a9e6c00e,1950-08-17,,999-68-3462,S99932023,X19767885X,Mrs.,Rosalee63,Hudson301,,Simonis280,M,white,nonhispanic,F,Lawrence  Massachusetts  US,182 Schamberger Knoll Unit 99,North Andover,Massachusetts,Essex County,,42.69705835953139,-71.09544866476706,1506999.73,4529.599999999999
40c74714-5eaa-48a3-b591-091af812dade,1985-08-05,,999-27-7891,S99972170,X64952117X,Ms.,Larue605,Lang846,,,S,white,hispanic,F,Boston  Massachusetts  US,489 Bins Crossing,Boston,Massachusetts,Suffolk County,02199,42.36378806187593,-71.06847935079196,831950.0,2570.6
f8830be9-bddc-4a63-ac4c-eef77927c247,1972-02-04,,999-42-6139,S99923829,X51898806X,Ms.,Melida518,Wiegand701,,,S,black,nonhispanic,F,Westford  Massachusetts  US,973 Feil Ranch,Boston,Massachusetts,Suffolk County,02114,42.29643119657242,-71.04992809249757,983540.0,2397.24
60886bfb-77d1-4e2a-9969-61ad817cbe98,1953-11-19,,999-13-2352,S99953856,X2914834X,Mrs.,Ayesha583,Little434,,Hodkiewicz467,M,white,nonhispanic,F,Boston  Massachusetts  US,446 Rice Walk Suite 86,Randolph,Massachusetts,Norfolk County,02368,42.17969450085499,-71.07721882387428,1575672.8,4437.96
f5abf406-8028-423b-8067-2459414d3720,1947-05-02,,999-75-9598,S99912932,X71664105X,Ms.,Glynis780,Reichert620,,,S,black,nonhispanic,F,Chelmsford  Massachusetts  US,1047 Schulist Road Apt 44,Boston,Massachusetts,Suffolk County,02151,42.393160867930774,-71.06359374320688,244940.0,5197.08
812ef5cf-1670-4862-a34d-79f12de02cea,1939-04-20,2006-06-08,999-24-3270,S99978076,X82966027X,Mr.,Terry864,Ledner144,,,M,white,nonhispanic,M,Marshfield  Massachusetts  US,615 Kshlerin Mill,Bourne,Massachusetts,Barnstable County,,41.786505392914016,-70.57686708688419,1650328.12,4295.45
76dfc47d-b3ea-4277-92be-42a2a2f00713,1950-06-24,,999-99-9355,S99930961,X4225408X,Mr.,Elroy493,Homenick806,,,M,white,nonhispanic,M,Andover  Massachusetts  US,974 Corkery Estate Unit 24,Abington,Massachusetts,Plymouth County,02351,42.146940783453495,-70.91222306416523,1576990.0,4759.599999999999
94d1e7c0-203e-48fa-86c3-19a92ad93f46,2017-10-11,,999-74-4161,,,,Glenn0,Bartell116,,,,white,nonhispanic,F,Falmouth  Massachusetts  US,537 Price Arcade Suite 21,Chelmsford,Massachusetts,Middlesex County,,42.606950751309995,-71.34519467219366,52200.0,1162.44
36393e93-1ebb-485a-b908-68dc36082c3d,1944-03-25,,999-20-6456,S99921589,X7739460X,Mr.,Dean966,Smith67,,,M,white,nonhispanic,M,Sudbury  Massachusetts  US,296 Bailey Neck,Danvers,Massachusetts,Essex County,01937,42.61523437510712,-70.99609779174992,1751555.0,5590.4
8904f64d-083f-456f-9b2b-4bd1de0a6000,1962-10-20,,999-32-1037,S99916325,X76202974X,Ms.,Perla570,Bartell116,,,S,white,nonhispanic,F,Bourne  Massachusetts  US,573 Parker Fort,Lanesborough,Massachusetts,Berkshire County,,42.577658593947795,-73.22781279427643,1174260.0,3239.68
a8d5cd2e-b9cf-49fe-b5ea-b7a6d13a2a0d,1980-02-12,,999-15-2551,S99976065,X64836070X,Mr.,Blair400,Adams676,,,M,white,nonhispanic,M,Andover  Massachusetts  US,210 Hettinger Bridge Suite 88,Leominster,Massachusetts,Worcester County,01453,42.61533267218093,-71.8301607277832,916000.0,2291.4399999999996
bf4287ce-8f90-4fb9-adff-559c418fe0a8,1952-11-28,,999-74-4139,S99989109,X3231714X,Mrs.,Oretha285,Zboncak558,,Yost751,M,white,nonhispanic,F,Boxford  Massachusetts  US,507 Koch Skyway Suite 1,Medford,Massachusetts,Middlesex County,02145,42.38297181771684,-71.10593512093429,1336190.0,3792.9599999999996
a055af11-ab9f-4501-a8a1-7e96b292bc9b,2000-10-11,,999-99-3545,S99945971,,Ms.,Rosetta750,Mueller846,,,,white,nonhispanic,F,Fall River  Massachusetts  US,394 Hand Union Unit 34,West Springfield,Massachusetts,Hampden County,,42.143045563020905,-72.60697112585403,3616.48,0.0
22e95599-32a2-451b-97c0-98ae889dc132,1996-08-05,,999-56-2607,S99937837,X79617897X,Mr.,Sherman440,Jenkins714,,,,white,nonhispanic,M,Lynn  Massachusetts  US,1082 Bradtke Center,Amherst,Massachusetts,Hampshire County,,42.33789410755426,-72.45957138192789,623590.0,2755.64
f5d18e57-b927-4844-a033-9108e529bd50,1971-04-18,,999-18-5855,S99932063,X1467483X,Mr.,Jeffrey461,Friesen796,,,M,asian,nonhispanic,M,Osaka  Osaka  JP,813 Ebert Gardens,Brockton,Massachusetts,Plymouth County,02351,42.10274681420935,-71.07358420314205,1000540.0,2397.24
9ceb094b-cb64-460b-b1aa-f85d95dc94b3,1979-10-29,,999-86-9832,S99920567,X11254815X,Mrs.,Suzi977,Nicolas769,,Hagenes547,M,white,nonhispanic,F,Lexington  Massachusetts  US,695 Kulas Orchard Unit 59,Somerville,Massachusetts,Middlesex County,02155,42.43010111451993,-71.0952088598084,873450.0,2270.6
89a57fef-37da-4921-8109-f39087904c2f,1936-04-21,,999-29-3894,S99912494,X70575237X,Mr.,Simon598,Johnston597,,,M,white,nonhispanic,M,Marlborough  Massachusetts  US,299 Marvin Annex Apt 87,Dudley,Massachusetts,Worcester County,,42.030419990933325,-71.8893907755301,1544450.0,5507.84
25a8e61d-e802-4270-89d1-68f46629bfe8,1958-05-20,,999-14-8552,S99992176,X24775496X,Mrs.,Jennell254,Lowe577,,Jacobson885,M,asian,nonhispanic,F,Seoul  Seoul  KR,1026 Osinski Wall Unit 86,Lowell,Massachusetts,Middlesex County,01851,42.65873251233826,-71.34868666112757,1264440.0,3547.16
6a4e5aab-22fc-4ca6-b53f-06d0192a89cd,1973-12-15,,999-45-3953,S99916567,X32257469X,Mr.,Samuel331,Zavala169,,,M,white,hispanic,M,Marigot  Saint Andrew Parish  DM,818 Nader Brook,Chelmsford,Massachusetts,Middlesex County,,42.57946420407026,-71.41468365558187,946060.0,2348.08
0075f6b4-ca4f-4bf9-aadf-42982618464b,1936-11-24,,999-67-2543,S99922250,X72862541X,Mr.,Cornelius968,Romaguera67,,,M,black,hispanic,M,Methuen  Massachusetts  US,359 Reinger Tunnel,Dracut,Massachusetts,Middlesex County,,42.6426444822608,-71.3460360998926,1773920.0,6258.679999999999
c8d71cc8-be1e-4383-b6ab-bddd62343118,2000-06-07,,999-85-5817,S99913853,,Ms.,Oda116,Dare640,,,,white,nonhispanic,F,Lawrence  Massachusetts  US,479 Bogan Mill Suite 60,Boston,Massachusetts,Suffolk County,02152,42.390326453268855,-71.02118900107244,3616.48,0.0
d4d1c78b-d4df-4db6-9b6a-359407b7224c,1939-04-20,,999-63-6265,S99951818,X63167499X,Mr.,Yong583,Gorczany269,,,M,white,nonhispanic,M,Salem  Massachusetts  US,434 Kautzer Forge,Bourne,Massachusetts,Barnstable County,02532,41.687086858052176,-70.59706057838514,1613333.2,5515.36
153faa8f-fed7-40a1-9d36-93ef7c9223ba,1988-03-15,,999-79-2276,S99948485,X23774837X,Mr.,Ward668,Witting912,,,M,white,nonhispanic,M,Somerville  Massachusetts  US,646 Ward Orchard,Arlington,Massachusetts,Middlesex County,02474,42.42228146604356,-71.13940870066881,807960.0,2573.12
79c08136-5f57-4865-9307-3af9428d29b2,1991-01-07,,999-27-3574,S99929489,X72159622X,Mr.,Aurelio227,Collins926,,,M,white,nonhispanic,M,Fall River  Massachusetts  US,279 Morar Gateway,Belchertown,Massachusetts,Hampshire County,,42.2753503062781,-72.43943320974236,771265.0,2738.96
9f2953b6-0142-459b-a619-965d1e7a6d3a,1953-09-29,,999-65-6970,S99974076,X82563002X,Mr.,Tobias236,Schuster709,,,S,white,nonhispanic,M,Springfield  Massachusetts  US,119 Renner Light Apt 56,Worcester,Massachusetts,Worcester County,01607,42.2894394439289,-71.81783933896257,1333610.0,3872.9599999999996
5474b973-756d-495f-858c-9fa8e1554809,2015-12-16,,999-15-8350,,,,Margot418,Ledner144,,,,white,nonhispanic,F,Revere  Massachusetts  US,603 Corwin View Apt 42,Bolton,Massachusetts,Worcester County,,42.45477977205938,-71.5810929168842,102000.0,1679.08
21ef51b8-a2e7-4885-aa3b-878b2ff7f747,1958-01-17,,999-47-1757,S99924487,X76086086X,Mr.,Ollie731,Schneider199,,,S,white,nonhispanic,M,Hanover  Massachusetts  US,1027 Johnson Vista Suite 3,Salem,Massachusetts,Essex County,01970,42.49471369338069,-70.95198537915098,29716.36,270.79999999999995
c4be0671-7f79-44bf-a124-f32b48e677d5,1966-07-11,,999-96-4450,S99978512,X42275825X,Ms.,Teofila990,Bins636,,,S,white,nonhispanic,F,Webster  Massachusetts  US,853 Daugherty Fork Suite 69,Methuen,Massachusetts,Essex County,01841,42.66935184041952,-71.19738220148263,1097520.0,2833.8799999999997
397d8725-16fd-4fa4-bc16-e0843a53cff1,1958-12-09,,999-91-9240,S99962228,X55111998X,Mrs.,Neomi684,Ryan260,,Torp761,M,asian,nonhispanic,F,Carver  Massachusetts  US,1086 Nienow Branch Apt 93,Mendon,Massachusetts,Worcester County,,42.04464170026348,-71.54655789684988,1399160.0,3927.16
6d85badc-bba9-4903-9036-e15f04b9a248,2000-04-09,,999-51-1978,S99959700,,Ms.,Yuki258,Shields502,,,,white,nonhispanic,F,Dennis  Massachusetts  US,469 Stamm Wall Suite 30,Brockton,Massachusetts,Plymouth County,02351,42.100430001410906,-70.98379585406663,407420.0,2496.48
e6a7c676-ea4c-4a1f-a05a-7533b33ce44e,1948-04-23,,999-83-4975,S99992233,X82456793X,Mr.,Walker122,Hartmann983,,,S,white,nonhispanic,M,North Andover  Massachusetts  US,716 Langosh Route Suite 35,Boston,Massachusetts,Suffolk County,02121,42.3615943228415,-71.0770847663453,1429825.0,4353.759999999999
225fc056-0010-46ea-81f4-5bab0ccb5ad3,1965-03-15,,999-61-5367,S99916091,X3165002X,Mr.,Heath320,Hagenes547,,,M,white,nonhispanic,M,Framingham  Massachusetts  US,1091 Sauer Frontage road Suite 91,West Boylston,Massachusetts,Worcester County,,42.335891264277144,-71.74230619608183,1124800.0,2883.04
ffcc385f-39ad-471d-a914-78305acfdb03,1981-04-19,,999-14-3217,S99954890,X30112494X,Mr.,Casey401,Watsica258,,,S,white,nonhispanic,M,Holyoke  Massachusetts  US,263 Lemke Skyway Unit 87,Stoneham,Massachusetts,Middlesex County,02180,42.45965489204551,-71.10155848375756,842775.0,2216.4399999999996
df819a9d-a23a-4663-99f2-67422463898b,2016-06-14,,999-86-8530,,,,Steve819,Price929,,,,white,nonhispanic,M,Cambridge  Massachusetts  US,343 O'Conner Burg,Kingston,Massachusetts,Plymouth County,,42.02901243295911,-70.72907497014208,94500.0,1549.9199999999998
a6ac16b2-ca94-4fb1-9b35-614c9a5ad5e4,1966-06-13,,999-86-3394,S99927209,X61648856X,Ms.,Jo405,Nolan344,,,S,white,nonhispanic,F,Melrose  Massachusetts  US,733 Bernier Rue Suite 82,Holyoke,Massachusetts,Hampden County,,42.1947240531812,-72.59711449693353,163290.0,3513.8799999999997
a52f66ce-aed0-48a0-8524-690d783e9671,1996-03-28,,999-33-5600,S99979776,X22611684X,Ms.,Regenia619,Mohr916,,,,white,nonhispanic,F,Boston  Massachusetts  US,493 Volkman Harbor Unit 78,Hingham,Massachusetts,Plymouth County,,42.25830690506935,-70.90386544275009,517950.0,2395.64
b635f9ad-307a-4a71-af86-59244ac6fe32,1965-05-11,,999-97-9515,S99963712,X38226484X,Mr.,Luis Miguel102,Saldaña5,,,S,white,hispanic,M,La Paz  Baja California  MX,533 Ortiz Annex,Wilbraham,Massachusetts,Hampden County,,42.15889680026532,-72.46508372658154,1121400.0,2883.04
6689a92f-95d3-4502-9b2c-f27e73923618,2002-02-06,,999-98-1809,S99994128,,Mr.,Ethan766,Rowe323,,,,black,nonhispanic,M,Lexington  Massachusetts  US,513 Reichel Heights Unit 42,Springfield,Massachusetts,Hampden County,01108,42.12550939976409,-72.51814343874427,391500.0,2458.16
6ea5d04c-c439-4497-893b-45118e9f630a,1991-11-10,,999-14-7478,S99921853,X4784265X,Mrs.,Moriah648,Durgan499,,Crist667,M,asian,nonhispanic,F,Beijing  Beijing Municipality  CN,903 Pfeffer Viaduct,Cambridge,Massachusetts,Middlesex County,02140,42.34826874503135,-71.11476833137243,647610.0,2393.96
5f104f12-312c-45d3-b6a4-51891ffc29bb,1995-08-21,,999-36-8995,S99944838,X27944129X,Ms.,Shonda871,Murray856,,,,white,hispanic,F,North Adams  Massachusetts  US,739 Fritsch Corner Suite 76,Springfield,Massachusetts,Hampden County,01108,42.0980698301829,-72.60778839239212,561830.0,2415.64
c0d021aa-5afb-478e-9f03-02b80784faa7,2002-01-20,,999-80-8475,S99985572,,Ms.,Michelle423,Tillman293,,,,white,nonhispanic,F,Lynn  Massachusetts  US,853 Brakus Knoll Unit 41,Lowell,Massachusetts,Middlesex County,,42.66627518273759,-71.36344328833546,393300.0,2458.16
7df6e7f1-c270-4a82-ae00-7375fc99a842,1995-11-18,,999-94-6464,S99966951,X58151403X,Ms.,Lakendra356,Smitham825,,,,black,nonhispanic,F,Carver  Massachusetts  US,753 Cronin Frontage road Unit 60,Rockland,Massachusetts,Plymouth County,,42.154023471602095,-70.87573775369779,556130.0,2415.64
