Id,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,LAT,LON,UTILIZATION
6a883526-d013-3584-b0dc-78e8aa362836,ecc51621-0af3-3b35-ac3e-8b1e34022e92,Merrilee429 Pollich983,F,GENERAL PRACTICE,795 MIDDLE STREET,FALL RIVER,MA,02721,41.725351,-71.094162,180
5fadf844-2d74-3d38-92f7-de929e02e13b,5d4b9df1-93ae-3bc9-b680-03249990e558,Jacques50 Fadel536,M,GENERAL PRACTICE,575 BEECH STREET,HOLYOKE,MA,01040,42.211656,-72.642448,227
cd33170d-f8f5-391b-849e-11564d2a71cb,37b4d73f-652d-3033-a16e-d97b9e8b4cda,Keva141 Bayer639,F,GENERAL PRACTICE,25 HIGHLAND AVENUE,NEWBURYPORT,MA,01950,42.812141,-70.886646,133
87992284-513f-39c4-b8d8-ccfb99427796,5844ad77-f653-3c2b-b7dd-e97576ab3b03,Kirby843 Torphy630,F,GENERAL PRACTICE,40 WRIGHT STREET,PALMER,MA,01069,42.187794,-72.30846899999997,122
f7315a74-e7f7-3141-aa83-cf0f238f3d70,08bcda9c-f8c8-3244-82d4-fc306a7a55d3,Nannette779 Mayert710,F,GENERAL PRACTICE,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,02118,42.33196,-71.020173,16
a62217b1-b519-3625-8724-9dd895876217,37c0de84-bcaf-3624-82bf-a89b2ac441b8,Javier97 Castro740,M,GENERAL PRACTICE,85 HERRICK STREET,BEVERLY,MA,01915,42.556659,-70.84496,146
a5a94cbb-9b76-37b4-898e-203d2b4db3b7,4861d01f-019c-3dac-a153-8334e50919f9,Brendon298 Christiansen251,M,GENERAL PRACTICE,81 HIGHLAND AVENUE,SALEM,MA,01970,42.50128,-70.897502,268
389fda22-c117-399f-9187-1420ea014e4e,a0b6ec0c-e587-3b2a-bf9f-248849f29ee5,Thaddeus38 Baumbach677,M,GENERAL PRACTICE,736 CAMBRIDGE STREET,BRIGHTON,MA,02135,42.33196,-71.020173,49
47183555-9968-31dc-a9c6-9045f8a37b60,4f3a530e-a2f7-3de0-9a09-c0a70a9ab894,Arlene209 Harvey63,F,GENERAL PRACTICE,725 NORTH STREET,PITTSFIELD,MA,01201,42.452045,-73.26054,219
16a8911f-ebea-3879-a496-617c7ef81a9d,f71ce1a9-cca7-3295-9a1e-c88ac3479b6f,Anton902 Hayes766,M,GENERAL PRACTICE,157 UNION STREET,MARLBOROUGH,MA,01752,42.349617,-71.547214,155
d53e53f4-9a7a-3da9-8152-b3caec2eed1e,c44f361c-2efb-3050-8f97-0354a12e2920,Ngan798 Swaniawski813,F,GENERAL PRACTICE,680 CENTER STREET,BROCKTON,MA,02302,42.082543,-71.024638,194
88f681c4-4dc0-3e42-9740-3959a6fbe98e,331f4c11-d298-308b-aaa1-d7825b29b57f,Dominica520 Sporer811,F,GENERAL PRACTICE,201 HIGHLAND STREET,CLINTON,MA,01510,42.411887,-71.690005,150
674fe53d-bccb-363e-9645-5250927d9385,b1ddf812-1fdd-3adf-b1d5-32cc8bd07ebb,Edwardo860 Kuhic920,M,GENERAL PRACTICE,275 SANDWICH STREET,PLYMOUTH,MA,02360,41.897892,-70.62403,355
8686a0ba-438b-3ae3-aa36-0d04f25db99c,6be05ccf-ef94-341f-a2a3-1cf9bfde1b18,Herlinda751 Huel628,F,GENERAL PRACTICE,107 LINCOLN STREET,WORCESTER,MA,01605,42.269478,-71.807783,94
8a316f6f-7241-3265-b514-61bbfda23c04,b0e04623-b02c-3f8b-92ea-943fc4db60da,Tiana543 Kshlerin58,F,GENERAL PRACTICE,295 VARNUM AVENUE,LOWELL,MA,01854,42.638893,-71.32210699999997,355
bfa535a1-f9da-357d-8301-7935b6cfd991,ebc3f5c4-6700-34af-8323-85621c313726,Tyree261 Herman763,M,GENERAL PRACTICE,115 WEST SILVER STREET,WESTFIELD,MA,01085,42.138838,-72.755911,41
72b61d9a-a615-3138-b870-b50bbcca2dfc,fd328395-ab1d-35c6-a2d0-d05a9a79cf11,Eldridge510 Howell947,M,GENERAL PRACTICE,271 CAREW STREET,SPRINGFIELD,MA,01104,42.115454,-72.539978,182
f89b9b53-c792-32f6-aa03-7b8988da1e64,d692e283-0833-3201-8e55-4f868a9c0736,Charolette797 Hoppe518,F,GENERAL PRACTICE,585 LEBANON STREET,MELROSE,MA,02176,42.455723,-71.05901899999998,542
59facd5b-e748-375c-8409-d045c95c12c9,d78e84ec-30aa-3bba-a33a-f29a3a454662,So684 Kris249,F,GENERAL PRACTICE,55 FRUIT STREET,BOSTON,MA,02114,42.33196,-71.020173,27
5aa73ec3-bf48-34c3-a147-39855767f62f,8ad64ecf-c817-3753-bee7-006a8e662e06,Joseph689 Rippin620,F,GENERAL PRACTICE,88 WASHINGTON STREET,TAUNTON,MA,02780,41.903323,-71.094984,267
981d0c9e-1a3d-3e68-a169-318c911e8cc4,23834663-ed53-3da9-b330-d6e1ecb8428e,Terry864 Okuneva707,F,GENERAL PRACTICE,363 HIGHLAND AVENUE,FALL RIVER,MA,02720,41.725351,-71.094162,161
ce272e95-954a-3ddd-86e1-b6f3ad07c14f,44bef9d3-91c2-3005-93e0-ccf436348ff0,Claud279 Bartoletti50,M,GENERAL PRACTICE,243 CHARLES STREET,BOSTON,MA,02114,42.33196,-71.020173,53
92e9ee73-c0b4-3513-9bad-f8eb73879337,60457c13-adb2-3415-82c5-86ab5dab5f93,Abraham100 Koss676,M,GENERAL PRACTICE,759 CHESTNUT STREET,SPRINGFIELD,MA,01199,42.115454,-72.539978,84
b99ffdd6-baa8-38a8-97c4-1310ca6f9d21,a9f20dc1-5147-3789-bcef-bbecb41c5983,Eldon28 Skiles927,M,GENERAL PRACTICE,70 EAST STREET,METHUEN,MA,01844,42.742751,-71.178588,133
97bece01-94b1-3068-9dcb-59dfc2a82269,7fb56531-86bd-3e4a-8619-4df9942da309,Douglass930 Herman763,M,GENERAL PRACTICE,148 CHESTNUT STREET,NEEDHAM,MA,02494,42.281593,-71.242414,282
b1f96e5b-cfd8-3655-ae9f-512231a5eade,03347b4d-994e-302b-848b-58019a4e274d,Franklin857 Hyatt152,M,GENERAL PRACTICE,133 OLD ROAD TO 9 ACRE CORNER,W CONCORD,MA,01742,42.269478,-71.807783,96
fa994aad-c69f-3dd8-82c4-f6cd216fe513,cb6a50e0-af76-3758-99ad-3200ede03fff,Joi660 Veum823,F,GENERAL PRACTICE,330 BROOKLINE AVENUE,BOSTON,MA,02215,42.33196,-71.020173,64
f868c8f6-cabf-3bcf-be59-f9f32a7112bc,9a7149fa-49fc-3c87-b935-d29c55808717,Brady998 Yundt842,M,GENERAL PRACTICE,125 PARKER HILL AVENUE,BOSTON,MA,02120,42.33196,-71.020173,62
e41265b5-2031-38cf-b9db-835f41a0769f,24cb4eab-6166-3530-bddc-a5a8a14a4fc1,Cedric746 Mitchell808,M,GENERAL PRACTICE,14 PROSPECT STREET,MILFORD,MA,01757,42.158692,-71.521419,215
39a9b9fe-a17d-30d6-b123-8b8e659b5503,e44f438a-601b-30fb-85eb-bfaf8ddcb5ad,Clayton230 Medhurst46,M,GENERAL PRACTICE,242 GREEN STREET,GARDNER,MA,01440,42.586516,-71.988062,51
0b4a6343-b447-3f59-8bb4-f5ca32f839cb,ac8356a5-78f8-3a63-8a1e-59e832fd54e7,Stephnie566 Gutkowski940,F,GENERAL PRACTICE,200 GROTON ROAD,AYER,MA,01432,42.562221,-71.58484399999998,34
061168eb-3fc6-3024-bc29-4e7c38e8c00b,db0acede-4abe-3c01-8d03-5c68a190d8c7,Andre610 Stracke611,M,GENERAL PRACTICE,55 FOGG ROAD,SOUTH WEYMOUTH,MA,02190,42.24158900000001,-71.082651,304
18ec91a4-79da-3125-a7cf-87d87e0f72d7,3d10019f-c88e-3de5-9916-6107b9c0263d,Destiny774 Cartwright189,F,GENERAL PRACTICE,2014 WASHINGTON STREET,NEWTON,MA,02462,42.331876,-71.208402,346
aad3c6ba-cc17-320f-b517-0213fbcf5fdb,f4e7709c-02f6-37ca-aeea-8247d74e88e7,Titus37 Kiehn525,M,GENERAL PRACTICE,41 HIGHLAND AVENUE,WINCHESTER,MA,01890,42.452752,-71.144319,149
d0aef46f-fb0c-39b8-ad35-58f9e6c1d944,12c9daf5-a29c-36c9-ac55-28972463e566,Yer774 Fritsch593,F,GENERAL PRACTICE,199 REEDSDALE ROAD,MILTON,MA,02186,42.24158900000001,-71.082651,252
d794f062-fe59-3c93-89f3-b585829219e3,27379046-608b-32f0-9df7-8c833cf5d11d,Eva64 Angulo494,F,GENERAL PRACTICE,75 FRANCIS STREET,BOSTON,MA,02115,42.33196,-71.020173,27
7b120f42-d10e-3d92-bae4-7189705acbb8,226098a2-6a40-3588-b5bb-db56c3a30a04,Lorita217 Emmerich580,F,GENERAL PRACTICE,235 NORTH PEARL STREET,BROCKTON,MA,02301,42.082543,-71.024638,359
48e2ee31-3ab0-353f-aa0f-1bf6859ff6b9,b7175ab4-bde5-3848-891b-579bccb77c7c,Alana17 Kuhn96,F,GENERAL PRACTICE,800 WASHINGTON STREET,BOSTON,MA,02111,42.33196,-71.020173,33
30390dd9-a93c-325d-a565-a3262554722f,d733d4a9-080d-3593-b910-2366e652b7ea,Latina115 Jacobs452,F,GENERAL PRACTICE,1153 CENTRE STREET,BOSTON,MA,02130,42.33196,-71.020173,35
ca433a68-8c44-3171-b290-df0728eb9113,3bd5eda0-16da-3ba5-8500-4dfd6ae118b8,Trenton748 Mayert710,M,GENERAL PRACTICE,800 WASHINGTON STREET,NORWOOD,MA,02062,42.18736,-71.195955,315
56702a0d-dcda-31b7-91e0-94e94d62fa98,d5117822-5756-389d-9547-891a372d580f,Dino214 Krajcik437,M,GENERAL PRACTICE,67 & 100 TER HEUN DRIVE,FALMOUTH,MA,02540,41.57072,-70.556682,286
62a89f86-f5a3-34f7-8902-e0c8b096b6f3,f99c74cc-7d1a-3f95-9a33-4a9357bf2f2a,Elena945 Maggio310,F,GENERAL PRACTICE,55 LAKE AVENUE NORTH,WORCESTER,MA,01655,42.269478,-71.807783,97
68409190-a1dd-3e57-93de-92d3e3cd9ad4,6f122869-a856-3d65-8db9-099bf4f5bbb8,Debbie941 Wiegand701,F,GENERAL PRACTICE,41 & 45 MALL ROAD,BURLINGTON,MA,01803,42.503227,-71.201713,220
6e9cbf9b-8ebb-3611-8f2f-8f3037b34458,465de31f-3098-365c-af70-48a071e1f5aa,Alvera113 Ferry570,F,GENERAL PRACTICE,115 LINCOLN STREET,FRAMINGHAM,MA,01701,42.307905,-71.436196,296
eb44f3e0-f947-3734-ab9f-8e0b729a7bfc,1eaf97fa-9de6-38de-a9c4-6efe5dc574be,Trinidad33 Ortiz186,M,GENERAL PRACTICE,123 SUMMER STREET,WORCESTER,MA,01608,42.269478,-71.807783,114
1bd7b951-70b6-3faf-8e33-32f731052fcf,80e919cc-df1a-3838-b75e-541564a286e5,Dolores502 Guillen740,F,GENERAL PRACTICE,57 PROSPECT STREET,NANTUCKET,MA,02554,41.293416,-70.10216899999999,136
b8f7d423-37b4-306e-90a2-0429e608dc05,8e00f524-3a5f-313e-9542-378dfc61193f,Blanche121 Dach178,F,GENERAL PRACTICE,ONE HOSPITAL ROAD  FIRST FL  WING 5   PO BOX 1477,OAK BLUFFS,MA,02557,41.45716,-70.556101,28
b40f55f5-2a87-3a25-8625-35ef7db7ff42,56e0b3b3-4fac-3776-8fc9-7b465eb2fc17,Rodrigo242 Laureano185,M,GENERAL PRACTICE,29 LEWIS AVENUE,GREAT BARRINGTON,MA,01230,42.19397,-73.361473,60
1b7be671-462c-33d2-baef-226d91580e6c,161a799c-4894-36f6-8ca7-2a71c8107f79,Dierdre747 Schulist381,F,GENERAL PRACTICE,2033 MAIN STREET,ATHOL,MA,01331,42.593384,-72.230228,44
8c8ac765-ff53-33c6-9a01-007be14c6d6e,956ccb85-bea0-30f9-af48-52f5dd95ff72,Norine97 Stiedemann542,F,GENERAL PRACTICE,30 WARREN STREET,BRIGHTON,MA,02135,42.33196,-71.020173,20
633b68db-9b33-3264-a5e5-55f9dd423be8,d7b11827-25f2-350b-bcd8-939fc59851b0,Kris249 Ryan260,F,GENERAL PRACTICE,300 LONGWOOD AVENUE,BOSTON,MA,02115,42.33196,-71.020173,31
9efa0c26-3491-33a7-87e7-80820dfb2795,5103c940-0c08-392f-95cd-446e0cea042a,Wiley422 Ward668,M,GENERAL PRACTICE,516 CAREW STREET,SPRINGFIELD,MA,01104,42.115454,-72.539978,204
306c6198-998b-38ee-ab47-e2475e731814,ff9863d3-3fa3-3861-900e-f00148f5d9c2,Gil594 Gulgowski816,M,GENERAL PRACTICE,51 BLOSSOM STREET,BOSTON,MA,02114,42.33196,-71.020173,32
0e9896c7-c744-3200-8976-5f514a011ecb,d5f4875f-6df2-32a8-a01b-47267f47fc49,Shondra529 Schroeder447,F,PHYSICAL THERAPY,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,0
85c50936-a861-3c2a-be20-6e07f0013e56,d5f4875f-6df2-32a8-a01b-47267f47fc49,Merrilee429 Pollich983,F,PHYSICAL THERAPY,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,0
eb24bf72-86e2-3c07-aa83-6d37946ccd7b,d5f4875f-6df2-32a8-a01b-47267f47fc49,Jacques50 Fadel536,M,PHYSICAL THERAPY,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,0
471ec15c-3a7f-3e75-885b-025e5ed2dfea,d5f4875f-6df2-32a8-a01b-47267f47fc49,Keva141 Bayer639,F,PHYSICAL THERAPY,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,0
46dbe2bf-2022-37b8-8fd8-09640c187897,d5f4875f-6df2-32a8-a01b-47267f47fc49,Kirby843 Torphy630,F,PHYSICAL THERAPY,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,0
a078108f-cf39-3d93-acd5-58ac1658bc7d,d5f4875f-6df2-32a8-a01b-47267f47fc49,Nannette779 Mayert710,F,PHYSICAL THERAPY,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,0
12bd3625-6581-3b7d-a679-e24429cbdd94,d5f4875f-6df2-32a8-a01b-47267f47fc49,Javier97 Castro740,M,GENERAL PRACTICE,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,90
7a1e7448-b9c6-31fa-84a3-55d5a55224f2,b7dc82e4-3595-391b-a897-495dd7e5cf38,Brendon298 Christiansen251,M,CLINICAL SOCIAL WORKER,99 WALNUT ST,SAUGUS,MA,01906-1980,42.468432,-71.01394599999999,0
b7cb2a91-e135-38ab-9335-013dcd609c71,b7dc82e4-3595-391b-a897-495dd7e5cf38,Thaddeus38 Baumbach677,M,CLINICAL SOCIAL WORKER,99 WALNUT ST,SAUGUS,MA,01906-1980,42.468432,-71.01394599999999,0
c7c90b73-b367-3e57-b16f-a39af8c53da8,b7dc82e4-3595-391b-a897-495dd7e5cf38,Arlene209 Harvey63,F,GENERAL PRACTICE,99 WALNUT ST,SAUGUS,MA,01906-1980,42.468432,-71.01394599999999,52
5282480d-8340-3d4c-87ef-252184104dcc,6725cc67-119b-38a5-9fc8-c104c2b7f993,Christian753 Wehner319,F,CHIROPRACTIC,1010 MAIN ST,HOLDEN,MA,01520-1237,42.355801,-71.862574,0
6e9b478c-e7ae-3e83-9a5d-8175e99dd883,6725cc67-119b-38a5-9fc8-c104c2b7f993,Shawanda667 Rippin620,F,GENERAL PRACTICE,1010 MAIN ST,HOLDEN,MA,01520-1237,42.355801,-71.862574,56
0e3826af-3af9-3f22-8d57-a56b3b9a6e9a,f0268df7-588d-3e55-bab9-e29862a3be00,Meredith572 Ruecker817,F,CHIROPRACTIC,73 CENTRAL ST,WEST BOYLSTON,MA,01583-1418,42.369417,-71.785036,0
eb983cf6-6a9c-315a-bde8-974edff2ae4d,f0268df7-588d-3e55-bab9-e29862a3be00,Cathi439 Hyatt152,F,CHIROPRACTIC,73 CENTRAL ST,WEST BOYLSTON,MA,01583-1418,42.369417,-71.785036,0
9c1f3fc5-225a-3617-b3bc-1634b8d01251,f0268df7-588d-3e55-bab9-e29862a3be00,Anton902 Zemlak964,M,GENERAL PRACTICE,73 CENTRAL ST,WEST BOYLSTON,MA,01583-1418,42.369417,-71.785036,28
e170d934-511f-3f85-8fba-aea4503603c6,de1376c4-8f27-37ed-85da-6986458442f2,Tyrell880 Braun514,M,CLINICAL PSYCHOLOGIST,28 GREEN ST,NEWBURY,MA,01951-1721,42.770406,-70.872417,0
d455833f-a8c2-3174-b0d4-1c5efcacaa1b,de1376c4-8f27-37ed-85da-6986458442f2,Marchelle563 Bartell116,F,CLINICAL SOCIAL WORKER,28 GREEN ST,NEWBURY,MA,01951-1721,42.770406,-70.872417,0
50ce6431-036d-38a9-a3cf-4883d4084bf1,de1376c4-8f27-37ed-85da-6986458442f2,Ferdinand55 Murray856,M,GENERAL PRACTICE,28 GREEN ST,NEWBURY,MA,01951-1721,42.770406,-70.872417,24
070d7b58-7523-30b3-8d29-344e8ab69c5f,de1376c4-8f27-37ed-85da-6986458442f2,Keely496 Pacocha935,F,CLINICAL NURSE SPECIALIST,28 GREEN ST,NEWBURY,MA,01951-1721,42.770406,-70.872417,0
fc467249-1e28-3670-932b-2d36f3a6c66b,de1376c4-8f27-37ed-85da-6986458442f2,Trish512 Bailey598,F,CLINICAL NURSE SPECIALIST,28 GREEN ST,NEWBURY,MA,01951-1721,42.770406,-70.872417,0
de92d9f2-7b7b-32db-b2ca-c8b9fb74d20b,c71b657c-58b7-33bf-8637-c0e102faf337,Abraham100 Feil794,M,GENERAL PRACTICE,182 MAIN ST,WATERTOWN,MA,02472-4409,42.369451,-71.177925,28
a4ea52b5-d0a8-3461-9622-1d1a12017969,e1053175-7c18-3f57-9814-3e77d8080c14,Salome647 Feest103,F,CLINICAL SOCIAL WORKER,866 MAIN RD,WESTPORT,MA,02790-4311,41.579794,-71.081822,0
4b58a5ef-61b7-35a7-9826-9aceaefcaa83,e1053175-7c18-3f57-9814-3e77d8080c14,Marcel580 Reichel38,M,GENERAL PRACTICE,866 MAIN RD,WESTPORT,MA,02790-4311,41.579794,-71.081822,37
f6909cf5-62f4-3051-8cab-a6a1d8769858,eee23eb7-a476-37b0-9811-d57740145867,Matthew562 Kerluke267,M,CLINICAL SOCIAL WORKER,102 BRIDGE RD,SALISBURY,MA,01952-2410,42.844794,-70.841499,0
9f3069a5-8d5c-3553-a994-cc418a786271,eee23eb7-a476-37b0-9811-d57740145867,Katherin596 Renner328,F,CLINICAL SOCIAL WORKER,102 BRIDGE RD,SALISBURY,MA,01952-2410,42.844794,-70.841499,0
804810de-88e9-3999-b967-a371e91b3dd7,eee23eb7-a476-37b0-9811-d57740145867,Donnette259 Bayer639,F,GENERAL PRACTICE,102 BRIDGE RD,SALISBURY,MA,01952-2410,42.844794,-70.841499,39
d300425b-e83d-3f0d-883b-1799b60143c5,71b6fd75-d5ca-3f0a-a81e-1fc098c63ba2,Eloise59 Morissette863,F,CLINICAL PSYCHOLOGIST,173 MOUNT AUBURN ST,WATERTOWN,MA,02472-4005,42.369451,-71.177925,0
c90c3f68-1316-36d2-9bd1-ecc2488eb0ea,71b6fd75-d5ca-3f0a-a81e-1fc098c63ba2,Jean712 Bednar518,M,CLINICAL PSYCHOLOGIST,173 MOUNT AUBURN ST,WATERTOWN,MA,02472-4005,42.369451,-71.177925,0
2284e459-b796-34cb-82a5-c3d439484ab2,71b6fd75-d5ca-3f0a-a81e-1fc098c63ba2,Elli820 Johnston597,F,CLINICAL PSYCHOLOGIST,173 MOUNT AUBURN ST,WATERTOWN,MA,02472-4005,42.369451,-71.177925,0
298bee18-b0af-3a3c-9323-8eabbf81c7f3,71b6fd75-d5ca-3f0a-a81e-1fc098c63ba2,Mckinley734 Daniel959,M,CLINICAL SOCIAL WORKER,173 MOUNT AUBURN ST,WATERTOWN,MA,02472-4005,42.369451,-71.177925,0
a55d25e3-bcd4-3e65-a688-272f815f493f,71b6fd75-d5ca-3f0a-a81e-1fc098c63ba2,Kerry175 Nikolaus26,M,CLINICAL SOCIAL WORKER,173 MOUNT AUBURN ST,WATERTOWN,MA,02472-4005,42.369451,-71.177925,0
490b4462-a450-3752-a36a-8d8821c0a4a7,71b6fd75-d5ca-3f0a-a81e-1fc098c63ba2,Milan77 Funk324,M,CLINICAL SOCIAL WORKER,173 MOUNT AUBURN ST,WATERTOWN,MA,02472-4005,42.369451,-71.177925,0
cb2990b0-f218-34fe-b05c-f869a0a8d8e3,71b6fd75-d5ca-3f0a-a81e-1fc098c63ba2,Jenae263 Ledner144,F,CLINICAL SOCIAL WORKER,173 MOUNT AUBURN ST,WATERTOWN,MA,02472-4005,42.369451,-71.177925,0
c3a41661-5e08-3727-ad99-2e8ef893d567,71b6fd75-d5ca-3f0a-a81e-1fc098c63ba2,Zana914 Rath779,F,GENERAL PRACTICE,173 MOUNT AUBURN ST,WATERTOWN,MA,02472-4005,42.369451,-71.177925,41
6e8f5b12-eef5-36e9-a2f8-59788c01ceb8,896d517f-a56a-3770-a32e-15bbd57d36cb,Florencio463 Gibson10,M,CLINICAL SOCIAL WORKER,157 COLUMBIA DR,AMHERST,MA,01002-3107,42.363534,-72.50729100000001,0
a4f20ed7-e0f2-30b0-ae72-325beb77ffcc,896d517f-a56a-3770-a32e-15bbd57d36cb,Parthenia862 Gusikowski974,F,GENERAL PRACTICE,157 COLUMBIA DR,AMHERST,MA,01002-3107,42.363534,-72.50729100000001,27
cd5843ed-56b2-31f6-b9b8-cfcfd901abca,9395b8cb-702c-3c5d-926e-1c3524fd6560,Joe656 Bins636,M,CLINICAL SOCIAL WORKER,923 MAIN ST,YARMOUTH PORT,MA,02675-2159,41.706920000000004,-70.221117,0
fd9b2b6a-780c-399c-8f9f-0f656814495e,9395b8cb-702c-3c5d-926e-1c3524fd6560,Vernon254 Quitzon246,F,CLINICAL SOCIAL WORKER,923 MAIN ST,YARMOUTH PORT,MA,02675-2159,41.706920000000004,-70.221117,0
a1e4eb1d-5082-3598-816e-212b801bce09,9395b8cb-702c-3c5d-926e-1c3524fd6560,Katharyn928 Haley279,F,GENERAL PRACTICE,923 MAIN ST,YARMOUTH PORT,MA,02675-2159,41.706920000000004,-70.221117,30
ca4eb329-addf-312e-a18f-f15b86e91ec5,dd1f04b3-54cd-3ff0-96e3-a9aec2078301,Johnathon489 Lesch175,M,CHIROPRACTIC,5 E MAIN ST,MERRIMAC,MA,01860-2005,42.838603000000006,-71.011997,0
4db9b3d3-a0da-39aa-aaca-d50b05a62f72,dd1f04b3-54cd-3ff0-96e3-a9aec2078301,Jeff859 Abshire638,M,CHIROPRACTIC,5 E MAIN ST,MERRIMAC,MA,01860-2005,42.838603000000006,-71.011997,0
032c93bf-cd64-356b-97d5-ca3ea7c2bacb,dd1f04b3-54cd-3ff0-96e3-a9aec2078301,Holly570 Nienow652,F,GENERAL PRACTICE,5 E MAIN ST,MERRIMAC,MA,01860-2005,42.838603000000006,-71.011997,37
57fad2b5-c0d1-3e14-82ec-2bb28cc33013,dd1f04b3-54cd-3ff0-96e3-a9aec2078301,Tuan998 Leffler128,M,GASTROENTEROLOGY,5 E MAIN ST,MERRIMAC,MA,01860-2005,42.838603000000006,-71.011997,0
fa3e74a8-e5ca-3559-b435-ae423e93d6cd,8abe87a0-c728-3828-83d2-145acd581c4e,Francisco472 Runolfsdottir785,M,CLINICAL SOCIAL WORKER,333 UNION ST,NEW BEDFORD,MA,02740-3665,41.661303000000004,-70.937913,0
ed263830-3b45-38e3-ac1d-14876e1fbce5,8abe87a0-c728-3828-83d2-145acd581c4e,Luann880 Hermiston71,F,CLINICAL SOCIAL WORKER,333 UNION ST,NEW BEDFORD,MA,02740-3665,41.661303000000004,-70.937913,0
db27648d-d608-3879-95f8-f391b1b24a97,8abe87a0-c728-3828-83d2-145acd581c4e,Andrew29 Dietrich576,M,CLINICAL SOCIAL WORKER,333 UNION ST,NEW BEDFORD,MA,02740-3665,41.661303000000004,-70.937913,0
23371ef5-75c8-3a72-9caf-4c07055d281d,8abe87a0-c728-3828-83d2-145acd581c4e,Yi864 Schoen8,F,CLINICAL SOCIAL WORKER,333 UNION ST,NEW BEDFORD,MA,02740-3665,41.661303000000004,-70.937913,0
8726268f-1a8e-3deb-b519-0121be2d2e0d,8abe87a0-c728-3828-83d2-145acd581c4e,Erasmo545 Murazik203,M,CLINICAL SOCIAL WORKER,333 UNION ST,NEW BEDFORD,MA,02740-3665,41.661303000000004,-70.937913,0
5f198d42-fc2b-3f46-8c50-e1fbf99c333c,8abe87a0-c728-3828-83d2-145acd581c4e,Rosalia943 Suárez24,F,CLINICAL SOCIAL WORKER,333 UNION ST,NEW BEDFORD,MA,02740-3665,41.661303000000004,-70.937913,0
db24d9a2-20a7-36eb-8156-66bbd1800410,8abe87a0-c728-3828-83d2-145acd581c4e,Ashli227 Ryan260,F,CLINICAL SOCIAL WORKER,333 UNION ST,NEW BEDFORD,MA,02740-3665,41.661303000000004,-70.937913,0
